曲照,0.00736525109845726,灼灼,minguo
數,0.007360366280778478,灼灼,minguo
我秋,0.007352784799467155,灼灼,minguo
既渡,0.007342760714649412,灼灼,minguo
增芊,0.007336434657206237,灼灼,minguo
寂寞,0.007332834281084281,灼灼,minguo
邪,0.0072811247684589015,灼灼,minguo
鄲,0.007272953511826552,灼灼,minguo
權而敗,0.007257936073898516,灼灼,minguo
嘗告,0.007251722804818352,灼灼,minguo
始不遺,0.007240402266075878,灼灼,minguo
金沙,0.007240208521434544,灼灼,minguo
殷時,0.007235165851104326,灼灼,minguo
吹,0.007181914431646931,灼灼,minguo
承,0.007180750053729006,灼灼,minguo
年,0.00715323305468606,灼灼,minguo
詩則,0.0071317965891179525,灼灼,minguo
歷落,0.007116514256820756,灼灼,minguo
宜其,0.007104017022276189,灼灼,minguo
妙色,0.00709525041548557,灼灼,minguo
追來者,0.007044733562056103,灼灼,minguo
喜玉為,0.007023920410366243,灼灼,minguo
柳,0.0070100767964516465,灼灼,minguo
親建,0.006941467778894385,灼灼,minguo
挂,0.006934619828174726,灼灼,minguo
其,0.006921171050167652,灼灼,minguo
膏腴,0.0068905867096991135,灼灼,minguo
日侵,0.006883455690204877,灼灼,minguo
以攬,0.0068495018771313945,灼灼,minguo
沒羽,0.006814707980263383,灼灼,minguo
嗟乎,0.006796242296666567,灼灼,minguo
儵忽,0.006768452904139143,灼灼,minguo
須臾,0.006747635381569008,灼灼,minguo
猶記,0.006735775876921186,灼灼,minguo
發,0.0067174202111263655,灼灼,minguo
一帆,0.006701491152943222,灼灼,minguo
荊國究,0.0067012783733184115,灼灼,minguo
四明,0.006669157185822148,灼灼,minguo
蚊固,0.0066662010212205245,灼灼,minguo
-,0.006543284673711838,灼灼,minguo
悤,0.006493810684926109,灼灼,minguo
不勝收,0.00649035967909669,灼灼,minguo
供養,0.006478761637743667,灼灼,minguo
禮敦詩,0.006437908167458197,灼灼,minguo
五百,0.006435422921692367,灼灼,minguo
福載,0.006430859001347747,灼灼,minguo
雖然,0.006416859222097268,灼灼,minguo
吏,0.006376781840275153,灼灼,minguo
大,0.006361081027626679,灼灼,minguo
世羅矯,0.006319425837266133,灼灼,minguo
八年,0.00631252441035929,灼灼,minguo
怒,0.006275652135881681,灼灼,minguo
看,0.006266406846250704,灼灼,minguo
初,0.006257776840338418,灼灼,minguo
可冀騰,0.0061971208219547685,灼灼,minguo
周南,0.006195462098791651,灼灼,minguo
出關,0.006179156718790478,灼灼,minguo
文殊,0.0061543005998841716,灼灼,minguo
典禮,0.006151804451715108,灼灼,minguo
花謝,0.006143337004940369,灼灼,minguo
實榛,0.006099354201317202,灼灼,minguo
本為,0.006092776131407515,灼灼,minguo
何以,0.006088923267064388,灼灼,minguo
一及,0.006073793391418972,灼灼,minguo
海者,0.006033762064947389,灼灼,minguo
終華必,0.006032252938851113,灼灼,minguo
稱,0.005998595635784858,灼灼,minguo
直,0.005967913985685944,灼灼,minguo
堦,0.0059633387489662825,灼灼,minguo
匿,0.005949362704528159,灼灼,minguo
七雄,0.0059474401680028694,灼灼,minguo
不可,0.005943234865919357,灼灼,minguo
白鶴,0.0059230738848989216,灼灼,minguo
桃花,0.005912799219238309,灼灼,minguo
鮮作祥,0.005893723870878722,灼灼,minguo
　,0.005890271813475647,灼灼,minguo
飲石,0.005869128030436991,灼灼,minguo
之貌,0.0058603749675800575,灼灼,minguo
卒,0.005854903281566259,灼灼,minguo
不畏,0.0058263368843625585,灼灼,minguo
廊,0.005808948704443198,灼灼,minguo
南翔,0.005795907537278393,灼灼,minguo
幽芳,0.005794198652074401,灼灼,minguo
茫然,0.005776439609861133,灼灼,minguo
戎馬,0.005744136274400129,灼灼,minguo
屢處,0.005730647250129515,灼灼,minguo
十七日,0.0056817997814717506,灼灼,minguo
散,0.005681592432333226,灼灼,minguo
神滅者,0.005663679647030016,灼灼,minguo
落魄,0.005654176906903732,灼灼,minguo
／,0.005644980871681764,灼灼,minguo
真性,0.005641868861157493,灼灼,minguo
執若,0.0056245281821825305,灼灼,minguo
辭富,0.0055836805285595145,灼灼,minguo
剝囂聲,0.005554252356894969,灼灼,minguo
休,0.005547952326860083,灼灼,minguo
在,0.005547448757561961,灼灼,minguo
之時,0.005515692433542977,灼灼,minguo
文章,0.005510849521332807,灼灼,minguo
弗,0.005464179494877826,灼灼,minguo
但前,0.005461715805058139,灼灼,minguo
輿,0.005442127630482948,灼灼,minguo
車歡,0.005419879174926459,灼灼,minguo
舞歇涼州漸,0.005411291441742653,灼灼,minguo
：,0.005404571036639624,灼灼,minguo
禱,0.005401987507782017,灼灼,minguo
喜之丸,0.005398964756625927,灼灼,minguo
豈,0.005360563679439095,灼灼,minguo
想,0.005357900672077203,灼灼,minguo
當戶桃,0.0053470745062360455,灼灼,minguo
郎,0.005344133752306832,灼灼,minguo
浩,0.005314008009174971,灼灼,minguo
矣,0.005284336819029725,灼灼,minguo
歸,0.005279731539911934,灼灼,minguo
師利告,0.005224838314119222,灼灼,minguo
懿行,0.00521630755977854,灼灼,minguo
峯,0.005181188072637713,灼灼,minguo
叛楚,0.00517267014125963,灼灼,minguo
深谷,0.005167213854211498,灼灼,minguo
不法,0.005123908046663939,灼灼,minguo
躍戲,0.005120132122797446,灼灼,minguo
直以,0.00511137503180187,灼灼,minguo
使吳,0.005092329569085585,灼灼,minguo
憇,0.005084528766207864,灼灼,minguo
中帶,0.005056154837068415,灼灼,minguo
德裕言花,0.005056154837068413,灼灼,minguo
莫,0.005041218973111222,灼灼,minguo
折遲,0.005031285786436766,灼灼,minguo
寫空闊,0.005024946199904627,灼灼,minguo
隨蕭葦,0.0050072082566456864,灼灼,minguo
諸傳記,0.004994864833025104,灼灼,minguo
彬彬,0.004968058526500287,灼灼,minguo
離離,0.004875823547792166,灼灼,minguo
為昭代,0.004872867335918489,灼灼,minguo
卷,0.00485830773662796,灼灼,minguo
皆,0.0048331359042714924,灼灼,minguo
有大猷,0.004828724504844236,灼灼,minguo
草中,0.004828101086588881,灼灼,minguo
行,0.004818829393966999,灼灼,minguo
淖,0.004810656234265282,灼灼,minguo
玉衡,0.004807436101824226,灼灼,minguo
兩漢後亦,0.004789645271351052,灼灼,minguo
閣,0.00477409241522116,灼灼,minguo
轉洪公橋,0.004763742583000812,灼灼,minguo
名山,0.004763680617015533,灼灼,minguo
至果,0.0047614700479953346,灼灼,minguo
攫,0.004756305477848755,灼灼,minguo
副,0.004751550344828012,灼灼,minguo
跡,0.004727009450475441,灼灼,minguo
精造,0.004698876056469687,灼灼,minguo
天子,0.00466670544289347,灼灼,minguo
謂,0.004664046812362145,灼灼,minguo
春去,0.004631821277802971,灼灼,minguo
間,0.004606384819723144,灼灼,minguo
冰檗,0.004599105398308737,灼灼,minguo
),0.004596766054895115,灼灼,minguo
作,0.004537618423949668,灼灼,minguo
栗采,0.004528585901373226,灼灼,minguo
瘝,0.004465584748055539,灼灼,minguo
下同,0.004409905118842245,灼灼,minguo
亹亹,0.004407063215575747,灼灼,minguo
綠,0.004355092008385624,灼灼,minguo
見少,0.004347921862147015,灼灼,minguo
枯槁,0.004321240309366912,灼灼,minguo
母賢,0.004318183857965874,灼灼,minguo
花妍娟,0.004306256118323432,灼灼,minguo
日淪,0.004303617480488152,灼灼,minguo
塊然,0.004289573725022871,灼灼,minguo
清且,0.004272804496556641,灼灼,minguo
者,0.004267909648554028,灼灼,minguo
尚存,0.004262332845736611,灼灼,minguo
；,0.0042590734321896724,灼灼,minguo
伍子胥,0.004188636654064068,灼灼,minguo
何,0.0041746485284797925,灼灼,minguo
無勝情,0.004162210133396234,灼灼,minguo
頗,0.004160536762909525,灼灼,minguo
諸天,0.004149791572016769,灼灼,minguo
其禁,0.004134966835441219,灼灼,minguo
帝王,0.004106107029164556,灼灼,minguo
玄津,0.004104269020248686,灼灼,minguo
道,0.0040912006914777,灼灼,minguo
各護己,0.004082047274666345,灼灼,minguo
螘,0.0040709530754514545,灼灼,minguo
治,0.004052648166173416,灼灼,minguo
瘞,0.0040349628188366925,灼灼,minguo
患有,0.00403455487468585,灼灼,minguo
名曰,0.004023688798090863,灼灼,minguo
變化,0.004014046823996965,灼灼,minguo
神祇,0.003995629446199363,灼灼,minguo
解劍,0.003992518917511845,灼灼,minguo
高,0.003968860753616481,灼灼,minguo
踰,0.003950969852490907,灼灼,minguo
法過,0.0039449314997197105,灼灼,minguo
漢書,0.003927108032409035,灼灼,minguo
日遊君,0.003921947133266201,灼灼,minguo
列,0.003889659246333385,灼灼,minguo
藐中處,0.0038875517815383986,灼灼,minguo
若君實,0.0038670528797294977,灼灼,minguo
其葉,0.0038604453902825473,灼灼,minguo
歌,0.0038382143896465055,灼灼,minguo
方擁傳,0.0038191972164072904,灼灼,minguo
靡,0.0038043233441244968,灼灼,minguo
肉食,0.003778860923461997,灼灼,minguo
攀手,0.003774474888753838,灼灼,minguo
乘,0.003754129312818021,灼灼,minguo
教澌作,0.003734149791553741,灼灼,minguo
見郎,0.003695216675618006,灼灼,minguo
允寧以,0.0036908244786106052,灼灼,minguo
民,0.003667388925755614,灼灼,minguo
旐,0.003661217453486952,灼灼,minguo
餘六國,0.0036536903084474505,灼灼,minguo
其三,0.003652817463791593,灼灼,minguo
第一,0.003622114562358416,灼灼,minguo
至麗,0.0036192546736899638,灼灼,minguo
諸義菩薩,0.003609637459980741,灼灼,minguo
世羅文粹,0.0035887385484863143,灼灼,minguo
漣,0.003566919434969079,灼灼,minguo
辭家,0.003560014547395784,灼灼,minguo
抒,0.0035459636457394585,灼灼,minguo
弄,0.0035316638720184535,灼灼,minguo
佛清淨,0.0035292510966846956,灼灼,minguo
好,0.003528445554254726,灼灼,minguo
乘風入,0.003511324397839028,灼灼,minguo
隱隱,0.003500149945026332,灼灼,minguo
有,0.0034973228171169355,灼灼,minguo
輕,0.003489402760362858,灼灼,minguo
歸來,0.0034884326102516106,灼灼,minguo
蝨觀,0.0034582684573678116,灼灼,minguo
謀,0.0034492006747629056,灼灼,minguo
王事遠,0.0034473603083494237,灼灼,minguo
平等,0.0034124124907630635,灼灼,minguo
使臣,0.0034021745916574435,灼灼,minguo
元子,0.0033999521390881767,灼灼,minguo
其葉厭,0.0033855970757967705,灼灼,minguo
林,0.0033738826087288997,灼灼,minguo
人情,0.0033721687910603943,灼灼,minguo
春至,0.0033623239025381974,灼灼,minguo
猷,0.003353661314900351,灼灼,minguo
臺,0.0033401543492548426,灼灼,minguo
占先,0.0033310191243053947,灼灼,minguo
短篙,0.0033275033713091313,灼灼,minguo
鮮風過,0.0033197599939262714,灼灼,minguo
重王,0.003318694784831589,灼灼,minguo
從,0.0032934138951751946,灼灼,minguo
1,0.003284520704877529,灼灼,minguo
望江南,0.003276878805863376,灼灼,minguo
對景,0.003263264654723293,灼灼,minguo
之學,0.003261425412952652,灼灼,minguo
實之子,0.003237671763146269,灼灼,minguo
外切,0.003211524924771803,灼灼,minguo
十方,0.003211234530910847,灼灼,minguo
葉意合,0.003207118640965074,灼灼,minguo
根株,0.0032063273998321927,灼灼,minguo
飲春晴須,0.0032061189028444585,灼灼,minguo
懷張,0.003204155423535197,灼灼,minguo
震澤逢,0.0032037574387350164,灼灼,minguo
玉匣珠,0.003196313828224096,灼灼,minguo
＝,0.003179517290333833,灼灼,minguo
生平,0.003175471158823349,灼灼,minguo
譏,0.003168660254925531,灼灼,minguo
榛苓,0.0031667264358513293,灼灼,minguo
眾會,0.0031635901774324316,灼灼,minguo
碧雲繚亂,0.0031501085573571426,灼灼,minguo
如金,0.0031495881548029604,灼灼,minguo
男兒,0.0031385739679174137,灼灼,minguo
謨,0.0031349167162828054,灼灼,minguo
！,0.0031171960167694496,灼灼,minguo
所畏終,0.00311009969295799,灼灼,minguo
殫述,0.003104215598306583,灼灼,minguo
矢志,0.0030965018765519406,灼灼,minguo
大道,0.0030855482836318047,灼灼,minguo
蘋潔,0.0030840773486436285,灼灼,minguo
櫽,0.0030826961372203065,灼灼,minguo
則視,0.003078794450566072,灼灼,minguo
文粹,0.0030783895312088663,灼灼,minguo
顧,0.0030672142007395218,灼灼,minguo
荼,0.0030630232378557366,灼灼,minguo
法典,0.003062251722259242,灼灼,minguo
生離,0.0030616279797604997,灼灼,minguo
千里,0.003052986735619061,灼灼,minguo
張充,0.0030421806551500412,灼灼,minguo
苦心,0.0030398224211742506,灼灼,minguo
唐宋,0.003026895383742192,灼灼,minguo
老翁,0.0030168158950451343,灼灼,minguo
然宜,0.003013907079369785,灼灼,minguo
桃花源,0.0030111077944915366,灼灼,minguo
精英,0.0030101890419928883,灼灼,minguo
可謂,0.002998930691107279,灼灼,minguo
之禮何,0.00299405058924962,灼灼,minguo
自而來,0.0029905122787192754,灼灼,minguo
工一作,0.002988010934633378,灼灼,minguo
思美人,0.002983829670858129,灼灼,minguo
殘雨,0.0029801276266872823,灼灼,minguo
二,0.002967915291769547,灼灼,minguo
而雨,0.002950109197197223,灼灼,minguo
空山,0.0029478797671318117,灼灼,minguo
傳,0.0029310761733032874,灼灼,minguo
猶如,0.002922692633584829,灼灼,minguo
何益,0.002917236572701399,灼灼,minguo
一切,0.0029107092737903637,灼灼,minguo
家室,0.002899025872677907,灼灼,minguo
..,0.002896455740513894,灼灼,minguo
久,0.0028934135390882537,灼灼,minguo
解中澤有,0.0028873710524142744,灼灼,minguo
張,0.002882026017793371,灼灼,minguo
三十年,0.002881158293440805,灼灼,minguo
薄,0.002873384349300195,灼灼,minguo
耶又況,0.00287029383562153,灼灼,minguo
下民,0.0028443140893875144,灼灼,minguo
夷,0.00284200762774965,灼灼,minguo
壽賤,0.002839903603525464,灼灼,minguo
枉,0.002830225552052015,灼灼,minguo
詠,0.002828364690000946,灼灼,minguo
引領,0.0028161363163365337,灼灼,minguo
圓如,0.0028137184031902336,灼灼,minguo
忠孝,0.0028042072461603104,灼灼,minguo
艱專,0.0028034422888666946,灼灼,minguo
恍似,0.0028031092108583627,灼灼,minguo
栖鵬舉,0.0027986141968666975,灼灼,minguo
成,0.002774808170877641,灼灼,minguo
豫章,0.0027636988538698192,灼灼,minguo
躋,0.0027634866967307056,灼灼,minguo
深樹子,0.0027596475171348693,灼灼,minguo
住,0.002759236525987398,灼灼,minguo
襦,0.0027583088953594217,灼灼,minguo
照,0.0027571375515947965,灼灼,minguo
戎弛,0.002749740374166151,灼灼,minguo
但傷,0.0027415458909567057,灼灼,minguo
隔,0.0027205049965630702,灼灼,minguo
法澤,0.002705695879228728,灼灼,minguo
念求,0.002705571778507414,灼灼,minguo
彼岸,0.0027024388668874196,灼灼,minguo
吟,0.002695138011024974,灼灼,minguo
求渡,0.0026839655395920945,灼灼,minguo
寶,0.0026799160733494984,灼灼,minguo
若元,0.002675579772117017,灼灼,minguo
是非,0.0026751794739930867,灼灼,minguo
已薦,0.002674438467954852,灼灼,minguo
鳳羽麟,0.0026717301839743247,灼灼,minguo
猶慮,0.0026686958122892806,灼灼,minguo
探花,0.0026608367802343214,灼灼,minguo
collocate,value,ideo,period
灼灼,0.26124818581022297,灼灼,modern
目光,0.08294649667919757,灼灼,modern
；,0.07015000475257618,灼灼,modern
其,0.06211582051494782,灼灼,modern
华,0.05119852358824228,灼灼,modern
生辉,0.046830416998412575,灼灼,modern
。,0.04663091496158404,灼灼,modern
在,0.04428159767911519,灼灼,modern
的,0.03762914771989407,灼灼,modern
一,0.03713915515176242,灼灼,modern
”,0.03154835109512643,灼灼,modern
似,0.029544804229242255,灼灼,modern
着,0.027389954297825127,灼灼,modern
闪光,0.026914974643356376,灼灼,modern
、,0.026575855675276927,灼灼,modern
花,0.0261214513875444,灼灼,modern
了,0.02604383704933043,灼灼,modern
光,0.025723669527003716,灼灼,modern
光华,0.024459736372715927,灼灼,modern
火焰,0.024355092058723105,灼灼,modern
眼睛,0.02416417510842835,灼灼,modern
照耀,0.02393548586492928,灼灼,modern
，,0.023150049641211163,灼灼,modern
光芒,0.02303104440929985,灼灼,modern
是,0.022517580740598942,灼灼,modern
旌旗,0.022322630502207706,灼灼,modern
“,0.02208213501072298,灼灼,modern
烈日,0.02188381454722892,灼灼,modern
盯,0.0217979891915619,灼灼,modern
桃之夭夭,0.021325933045693083,灼灼,modern
耀眼,0.02081142998097173,灼灼,modern
地,0.020695944169040654,灼灼,modern
桃,0.020210813315980205,灼灼,modern
留名,0.019219033009255683,灼灼,modern
异彩,0.01850338617634214,灼灼,modern
红,0.01834424394303091,灼灼,modern
燃,0.018251201924522824,灼灼,modern
红枫,0.01808744363171746,灼灼,modern
燃烧,0.018044877951968488,灼灼,modern
化作,0.01798805174671895,灼灼,modern
青史,0.017911810157783016,灼灼,modern
因,0.017910470690587897,灼灼,modern
发光,0.01775042182286648,灼灼,modern
夺目,0.017179199557623155,灼灼,modern
夭夭,0.017102801539033628,灼灼,modern
不,0.01709282758617316,灼灼,modern
精神,0.0169263314242562,灼灼,modern
言辞,0.016818486342998745,灼灼,modern
红日,0.01678926135798864,灼灼,modern
灿灿,0.016631056545808588,灼灼,modern
焰,0.016623762367039725,灼灼,modern
桃李,0.016598556893946667,灼灼,modern
有神,0.01631289834593027,灼灼,modern
圆陀陀,0.016277274362739184,灼灼,modern
烧,0.01615901063077712,灼灼,modern
殷殷,0.016106048162027004,灼灼,modern
八千,0.01598129805335578,灼灼,modern
铿锵有力,0.01588884808036717,灼灼,modern
花朵,0.01580811896567707,灼灼,modern
阳光,0.015767490345436185,灼灼,modern
如炬,0.01567430963579894,灼灼,modern
亮光,0.015211719464378938,灼灼,modern
如日,0.015112512306798331,灼灼,modern
二,0.015110320954444877,灼灼,modern
个个,0.015066538974406424,灼灼,modern
威力,0.015029415228075537,灼灼,modern
赤褐色,0.014960459924429037,灼灼,modern
巍巍,0.014955533625507837,灼灼,modern
欲,0.014923132963184364,灼灼,modern
火力,0.014867698118345986,灼灼,modern
台州,0.014720215461766634,灼灼,modern
银元宝,0.014687117212671946,灼灼,modern
花团,0.01465099066162386,灼灼,modern
有,0.014574521213755182,灼灼,modern
逼人,0.014573138165600285,灼灼,modern
照射,0.01456102688196657,灼灼,modern
问,0.014531128306295321,灼灼,modern
火焰山,0.014520244025006878,灼灼,modern
明珠,0.014476248940120137,灼灼,modern
花光,0.01446757490144609,灼灼,modern
闪闪,0.014369840533077353,灼灼,modern
烈士,0.014183352843787791,灼灼,modern
下,0.014076369346265098,灼灼,modern
热气,0.014047452027630464,灼灼,modern
往事,0.014008565644073505,灼灼,modern
！,0.013901155019595943,灼灼,modern
铁甲,0.01389447351820475,灼灼,modern
猎猎,0.013797423579135281,灼灼,modern
艳桃,0.013761084365364804,灼灼,modern
渴望,0.013703484403902642,灼灼,modern
纷燃燃,0.01368680703805258,灼灼,modern
大衣,0.01360143504339217,灼灼,modern
延年,0.01360096076896208,灼灼,modern
纯,0.013519550913505403,灼灼,modern
闪耀,0.013417532200914078,灼灼,modern
美意,0.013387827561717532,灼灼,modern
闪烁,0.013384127922898023,灼灼,modern
红砂岩,0.013381286184374286,灼灼,modern
桃花,0.013347879943900944,灼灼,modern
漫卷,0.013340120625201572,灼灼,modern
闪亮,0.013325197767093351,灼灼,modern
闪,0.013282815498667392,灼灼,modern
而立,0.013277273607058653,灼灼,modern
纤维,0.013251992670805303,灼灼,modern
映衬,0.013101327095179506,灼灼,modern
灭,0.01309795027284629,灼灼,modern
岩石,0.013016273859113463,灼灼,modern
撞物,0.012959994801973686,灼灼,modern
那,0.012877228777556607,灼灼,modern
赤日,0.012775116542765,灼灼,modern
蒸腾,0.012757805486634754,灼灼,modern
攀心镜,0.012755683433665422,灼灼,modern
环绦,0.01272933491349182,灼灼,modern
山体,0.012657957739782734,灼灼,modern
一万,0.012602941775361741,灼灼,modern
阳,0.012584675693109388,灼灼,modern
朵朵,0.012568018581191017,灼灼,modern
现场,0.01255236185578607,灼灼,modern
见血,0.012540304779740698,灼灼,modern
顿时,0.012534608890552112,灼灼,modern
砂岩,0.01250746335386471,灼灼,modern
张皇,0.012475329480280047,灼灼,modern
枪炮,0.012399861938287302,灼灼,modern
挺立,0.012380963049436382,灼灼,modern
日日,0.012327315120724847,灼灼,modern
铜像,0.01229899812687783,灼灼,modern
顶,0.012296696577326318,灼灼,modern
盛开,0.012263961307892758,灼灼,modern
平民,0.012254419179850812,灼灼,modern
落定,0.012245019547880868,灼灼,modern
其韵,0.012233458459113998,灼灼,modern
演讲,0.012216288738361659,灼灼,modern
紫,0.012194266927387072,灼灼,modern
上,0.012149725242920323,灼灼,modern
山腰,0.012149323944053287,灼灼,modern
相顾,0.012070070915427734,灼灼,modern
眼,0.012063823275839616,灼灼,modern
渤海湾,0.012061650825328613,灼灼,modern
收枪,0.012056647210805568,灼灼,modern
酬酢,0.012046832133252324,灼灼,modern
白花,0.012036263268278048,灼灼,modern
东升,0.011969535102330276,灼灼,modern
低低匝绕,0.011884788872745614,灼灼,modern
金花,0.011882766597963616,灼灼,modern
江心,0.011868790168185218,灼灼,modern
马小婷,0.011859697346734215,灼灼,modern
熠熠,0.011698316838178962,灼灼,modern
颗颗,0.011643238067552743,灼灼,modern
水草,0.0116001567058027,灼灼,modern
花盈树,0.01159530888636018,灼灼,modern
仍然,0.01155717507124784,灼灼,modern
霞,0.01154393159866564,灼灼,modern
�桃,0.01152530744096028,灼灼,modern
咄咄,0.01152443298028878,灼灼,modern
显兴,0.01151709814974769,灼灼,modern
如林,0.011471326640711285,灼灼,modern
张天佑,0.01146832881952339,灼灼,modern
牛奶,0.011463530281629195,灼灼,modern
逾,0.011457492611161933,灼灼,modern
映,0.011457364420406325,灼灼,modern
这般,0.011423837964101577,灼灼,modern
滢滢,0.011421619861160413,灼灼,modern
弥天,0.011421611512876484,灼灼,modern
徽章,0.011349768506177377,灼灼,modern
赤,0.01130717955859636,灼灼,modern
莲花容,0.011300534120462526,灼灼,modern
宝甲辉辉,0.011289771989116324,灼灼,modern
透射,0.011281869587558838,灼灼,modern
恐惧,0.011247404853750214,灼灼,modern
其情,0.011226408467410496,灼灼,modern
犹如,0.01121191124041753,灼灼,modern
锃明噌亮,0.011163523921627432,灼灼,modern
畔,0.01115791243826325,灼灼,modern
大连市,0.011144314509070607,灼灼,modern
它,0.011139711001262324,灼灼,modern
人生观,0.011120219763579478,灼灼,modern
双目,0.011108367181980711,灼灼,modern
翻飞,0.011086670028947683,灼灼,modern
如锦,0.011080628751018973,灼灼,modern
群玉,0.01106986182467203,灼灼,modern
日下,0.011059473695995893,灼灼,modern
红霞,0.01103175900205664,灼灼,modern
西落,0.011019506166445652,灼灼,modern
李江,0.011018192305038836,灼灼,modern
夺日如霞,0.011009145956816936,灼灼,modern
夺目如霞,0.011009145956816936,灼灼,modern
光辉,0.011000768767225926,灼灼,modern
苏醒,0.010985141392982792,灼灼,modern
有光,0.010978529913393353,灼灼,modern
怀远,0.010912437161035385,灼灼,modern
胸,0.010909614004244285,灼灼,modern
佩戴,0.010898376776524289,灼灼,modern
净倮倮,0.010886652831222544,灼灼,modern
中,0.010883235829411394,灼灼,modern
他们,0.010846026507743968,灼灼,modern
晔晔,0.01081596979771516,灼灼,modern
圆,0.010763265005898293,灼灼,modern
胜过,0.010740632754536792,灼灼,modern
云母,0.010739809055474513,灼灼,modern
七十五,0.010727622188142234,灼灼,modern
楠木,0.010694402298082205,灼灼,modern
神气,0.010677012008801251,灼灼,modern
映射,0.010645237083772964,灼灼,modern
躲躲,0.010611410545057117,灼灼,modern
赤光,0.010585439986942264,灼灼,modern
逾万,0.010577297504047416,灼灼,modern
如水,0.010483467165047134,灼灼,modern
枝头,0.010469767723432223,灼灼,modern
一般,0.010450856623062655,灼灼,modern
瞬间,0.010441184340068597,灼灼,modern
兆兆,0.010437386115985263,灼灼,modern
岁序,0.010427088998902314,灼灼,modern
穿着者,0.010417314299301783,灼灼,modern
宝石,0.010411116731801506,灼灼,modern
项链,0.010400701427572295,灼灼,modern
亮,0.01039356310783161,灼灼,modern
璀璨,0.010375529277604635,灼灼,modern
如火,0.010356059489102756,灼灼,modern
名利,0.01034903743965922,灼灼,modern
烈,0.010325212904806499,灼灼,modern
杨秋良,0.010297685469027464,灼灼,modern
齐,0.01029405587373396,灼灼,modern
衬,0.010284624717002156,灼灼,modern
黝黑,0.010227646581520602,灼灼,modern
发声,0.010217228998911667,灼灼,modern
笑意,0.010215704532035358,灼灼,modern
拳头,0.01017952731372806,灼灼,modern
潇洒兮,0.010155445393481781,灼灼,modern
放,0.010132469218693162,灼灼,modern
看花数,0.010121267727801152,灼灼,modern
成就奖,0.010110681651231619,灼灼,modern
六月,0.010054419813512145,灼灼,modern
激情朗,0.010051579915474241,灼灼,modern
朱红,0.010044692703517964,灼灼,modern
胖经理,0.010020542082645254,灼灼,modern
满屋,0.010000497431676124,灼灼,modern
骄人,0.009991064366617114,灼灼,modern
珊瑚,0.009982001108419984,灼灼,modern
逼,0.009960473033298866,灼灼,modern
丢,0.009960375598897413,灼灼,modern
1697,0.009958151927120325,灼灼,modern
人魂,0.009940371130343,灼灼,modern
姹紫嫣红,0.009932114902334857,灼灼,modern
株株,0.009907026217653641,灼灼,modern
阻挠,0.009898831268646595,灼灼,modern
六郎粉,0.009894412287452789,灼灼,modern
皓月,0.009891875497962627,灼灼,modern
争奇,0.00989011921127134,灼灼,modern
眸子,0.009888736872239358,灼灼,modern
松柏,0.009888090157939693,灼灼,modern
欣喜,0.009878828711009834,灼灼,modern
帐,0.009872388806929186,灼灼,modern
逢春,0.009856441712971077,灼灼,modern
目视,0.009848603738713001,灼灼,modern
遗著,0.009836534375605688,灼灼,modern
数不胜数,0.009833412956225784,灼灼,modern
朝阳,0.009824588658981545,灼灼,modern
烛焰,0.009817429612886291,灼灼,modern
地处,0.009816548374831912,灼灼,modern
见,0.009791349318247518,灼灼,modern
过头,0.00976965204895095,灼灼,modern
相,0.009758936597344404,灼灼,modern
晶晶,0.009742975005828878,灼灼,modern
内容,0.009723153872689688,灼灼,modern
华光,0.009702487334289113,灼灼,modern
热浪,0.009699484701303183,灼灼,modern
变,0.009683011544948104,灼灼,modern
钻戒,0.00967704327262889,灼灼,modern
暖,0.009664178504056683,灼灼,modern
长征,0.009650173640620232,灼灼,modern
其人,0.009642486510407663,灼灼,modern
却,0.009614160836021634,灼灼,modern
逃之夭夭,0.009595213818364853,灼灼,modern
世,0.00959202233846278,灼灼,modern
佩带,0.009578958349919562,灼灼,modern
无边无际,0.009575591525064944,灼灼,modern
依恋,0.00955265797400224,灼灼,modern
字里行间,0.009543885794456097,灼灼,modern
厥元,0.009542958491779557,灼灼,modern
出,0.009536391417407652,灼灼,modern
光焰,0.009522786536267647,灼灼,modern
投向,0.009521955853886288,灼灼,modern
威胁,0.009513692514954132,灼灼,modern
黄沙,0.009510672812473992,灼灼,modern
金缸,0.009497906345972142,灼灼,modern
想用,0.009471919888355353,灼灼,modern
技技,0.009464878057318542,灼灼,modern
投来,0.009456663774265225,灼灼,modern
辉光,0.00945329998156812,灼灼,modern
凶光,0.009436322095067342,灼灼,modern
仿若,0.009431524268331432,灼灼,modern
球员,0.00941817379579297,灼灼,modern
"写\"""",",0.009417049736982501,灼灼,modern
红壤,0.009398379138852976,灼灼,modern
宝,0.009383096511069765,灼灼,modern
姓,0.009381277158980789,灼灼,modern
司徒聪,0.009379013199278224,灼灼,modern
人影,0.00935659081235814,灼灼,modern
nba,0.00935421302651175,灼灼,modern
通红,0.009353977212178621,灼灼,modern
杜鹃花,0.009347288328999668,灼灼,modern
脚步声,0.00934435403480082,灼灼,modern
荆州人,0.009343003894987338,灼灼,modern
炎炎,0.009334487291798534,灼灼,modern
春意,0.009332151211728716,灼灼,modern
光彩,0.009329857865013351,灼灼,modern
797,0.009314861169905285,灼灼,modern
滇缅,0.009298549168488757,灼灼,modern
西番莲,0.009278023463959834,灼灼,modern
